product_id,product_name,category,subcategory,region,quarter,year,sales,units_sold,profit,profit_margin,return_rate,avg_rating,review_count
PRD_50,Samsung Galaxy,Electronics,Smartphones,South,Q2 2023,2023,80667.23,21,7266.93,9.01,1.76,3.5,1679
PRD_51,Samsung Galaxy,Electronics,Smartphones,South,Q3 2023,2023,71871.26,14,7310.31,10.17,3.33,4.1,1900
PRD_52,Samsung Galaxy,Electronics,Smartphones,South,Q4 2023,2023,100596.56,20,10129.53,10.07,1.96,3.7,1667
PRD_53,Samsung Galaxy,Electronics,Smartphones,South,Q1 2024,2024,57480.46,28,5870.95,10.21,1.56,4.3,1307
PRD_54,Samsung Galaxy,Electronics,Smartphones,South,Q2 2024,2024,83293.14,21,7477.84,8.98,2.8,4.5,1537
PRD_55,Samsung Galaxy,Electronics,Smartphones,South,Q3 2024,2024,98058.89,27,14142.23,14.42,1.41,3.9,119
PRD_56,Samsung Galaxy,Electronics,Smartphones,South,Q4 2024,2024,82522.59,108,7406.07,8.97,2.24,3.8,1815
PRD_57,Samsung Galaxy,Electronics,Smartphones,East,Q1 2023,2023,41525,12,5181.15,12.48,3.21,4.4,424
PRD_58,Samsung Galaxy,Electronics,Smartphones,East,Q2 2023,2023,53530.17,11,5428.95,10.14,2.88,4.7,1091
PRD_59,Samsung Galaxy,Electronics,Smartphones,East,Q3 2023,2023,49360.73,24,5368.01,10.88,1.09,3.5,1799
PRD_60,Samsung Galaxy,Electronics,Smartphones,East,Q4 2023,2023,68475.94,26,8334.23,12.17,3.7,4.1,1506
PRD_61,Samsung Galaxy,Electronics,Smartphones,East,Q1 2024,2024,39199.47,11,3583.52,9.14,2.71,4.8,1141
PRD_62,Samsung Galaxy,Electronics,Smartphones,East,Q2 2024,2024,48733.89,14,6120.44,12.56,1.32,3.8,754
PRD_63,Samsung Galaxy,Electronics,Smartphones,East,Q3 2024,2024,41603.19,8,4060.08,9.76,3.18,4.7,1238
PRD_64,Samsung Galaxy,Electronics,Smartphones,East,Q4 2024,2024,84222.65,23,9887.78,11.74,3.97,4,155
PRD_65,Samsung Galaxy,Electronics,Smartphones,West,Q1 2023,2023,67023.46,14,5598.59,8.35,2.16,4.2,1439
PRD_66,Samsung Galaxy,Electronics,Smartphones,West,Q2 2023,2023,86934.79,19,8482.55,9.76,1.41,3.5,1588
PRD_67,Samsung Galaxy,Electronics,Smartphones,West,Q3 2023,2023,63225.89,59,5591.98,8.84,2.45,3.8,1856
PRD_68,Samsung Galaxy,Electronics,Smartphones,West,Q4 2023,2023,102277.51,31,9284.75,9.08,2.35,3.8,1689
PRD_69,Samsung Galaxy,Electronics,Smartphones,West,Q1 2024,2024,93460.37,30,12886.5,13.79,1.93,4,956
PRD_70,Samsung Galaxy,Electronics,Smartphones,West,Q2 2024,2024,59811.23,37,7717.23,12.9,1.42,3.7,714
PRD_71,Samsung Galaxy,Electronics,Smartphones,West,Q3 2024,2024,95210.5,24,9459.77,9.94,3.97,4.5,810
PRD_72,Samsung Galaxy,Electronics,Smartphones,West,Q4 2024,2024,117384.87,31,17274.22,14.72,3.47,4.4,933
PRD_73,Samsung Galaxy,Electronics,Smartphones,Central,Q1 2023,2023,24296.79,8,3040.12,12.51,1.46,3.6,260
PRD_74,Samsung Galaxy,Electronics,Smartphones,Central,Q2 2023,2023,38592.97,23,3476.78,9.01,2.09,4.7,1086
PRD_75,Samsung Galaxy,Electronics,Smartphones,Central,Q3 2023,2023,38906.7,10,3907.6,10.04,2.97,3.5,1366
PRD_76,Samsung Galaxy,Electronics,Smartphones,Central,Q4 2023,2023,34865.85,49,3197.14,9.17,3.06,3.7,1311
PRD_77,Samsung Galaxy,Electronics,Smartphones,Central,Q1 2024,2024,36840.7,18,3369.07,9.14,1.26,3.7,1641
PRD_78,Samsung Galaxy,Electronics,Smartphones,Central,Q2 2024,2024,40133.57,14,3570.04,8.9,2.13,3.7,815
PRD_79,Samsung Galaxy,Electronics,Smartphones,Central,Q3 2024,2024,37318.05,9,4501.95,12.06,3.67,4.7,564
PRD_80,Samsung Galaxy,Electronics,Smartphones,Central,Q4 2024,2024,36592.43,14,4292.44,11.73,3.07,3.8,78
PRD_81,OnePlus Nord,Electronics,Smartphones,North,Q1 2023,2023,73473.93,133,8529.71,11.61,3.85,4.8,1756
PRD_82,OnePlus Nord,Electronics,Smartphones,North,Q2 2023,2023,56869.3,27,5588.17,9.83,3.59,4.5,482
PRD_83,OnePlus Nord,Electronics,Smartphones,North,Q3 2023,2023,57416.61,12,8429.83,14.68,1.34,4.4,1184
PRD_84,OnePlus Nord,Electronics,Smartphones,North,Q4 2023,2023,88009.84,21,10836.48,12.31,1.83,3.9,837
PRD_85,OnePlus Nord,Electronics,Smartphones,North,Q1 2024,2024,91317.85,51,9216.67,10.09,2.52,4.3,979
PRD_86,OnePlus Nord,Electronics,Smartphones,North,Q2 2024,2024,77087.86,34,10222.62,13.26,3.19,4.3,220
PRD_87,OnePlus Nord,Electronics,Smartphones,North,Q3 2024,2024,67789.14,16,8893.34,13.12,2.23,4.4,847
PRD_88,OnePlus Nord,Electronics,Smartphones,North,Q4 2024,2024,93498.42,26,8898.67,9.52,2.31,3.8,1497
PRD_89,OnePlus Nord,Electronics,Smartphones,South,Q1 2023,2023,77301.15,27,6918.1,8.95,3.9,4.2,1363
PRD_90,OnePlus Nord,Electronics,Smartphones,South,Q2 2023,2023,82369.77,32,9720.83,11.8,3.48,3.9,1114
PRD_91,OnePlus Nord,Electronics,Smartphones,South,Q3 2023,2023,73330.29,26,7502.3,10.23,2.18,4.7,1967
PRD_92,OnePlus Nord,Electronics,Smartphones,South,Q4 2023,2023,123125.95,81,13639.94,11.08,1.97,4.4,1603
PRD_93,OnePlus Nord,Electronics,Smartphones,South,Q1 2024,2024,68207.38,53,5601.78,8.21,2.04,3.8,280
PRD_94,OnePlus Nord,Electronics,Smartphones,South,Q2 2024,2024,73802.36,25,9895.49,13.41,1.36,3.8,284
PRD_95,OnePlus Nord,Electronics,Smartphones,South,Q3 2024,2024,85781.2,21,9669.13,11.27,2.97,4.5,116
PRD_96,OnePlus Nord,Electronics,Smartphones,South,Q4 2024,2024,132933.29,110,11095.2,8.35,1.98,3.9,67
PRD_97,OnePlus Nord,Electronics,Smartphones,East,Q1 2023,2023,33391.21,7,4795.64,14.36,1.28,4.7,404
PRD_98,OnePlus Nord,Electronics,Smartphones,East,Q2 2023,2023,35417.03,29,2848.12,8.04,3.45,3.9,1263
PRD_99,OnePlus Nord,Electronics,Smartphones,East,Q3 2023,2023,44939.34,71,5944.63,13.23,2.83,3.5,584
PRD_100,OnePlus Nord,Electronics,Smartphones,East,Q4 2023,2023,63543.57,28,8740.76,13.76,3.03,3.6,1566
PRD_101,OnePlus Nord,Electronics,Smartphones,East,Q1 2024,2024,40576.17,11,4427.43,10.91,1.58,4.3,1118
PRD_102,OnePlus Nord,Electronics,Smartphones,East,Q2 2024,2024,43950.9,9,4517.12,10.28,3.87,4.3,694
PRD_103,OnePlus Nord,Electronics,Smartphones,East,Q3 2024,2024,58509.82,109,7533.26,12.88,1.29,3.7,275
PRD_104,OnePlus Nord,Electronics,Smartphones,East,Q4 2024,2024,56097,12,7402.7,13.2,3.21,4,742
PRD_105,OnePlus Nord,Electronics,Smartphones,West,Q1 2023,2023,67166.14,21,7274.67,10.83,2.89,3.6,229
PRD_106,OnePlus Nord,Electronics,Smartphones,West,Q2 2023,2023,71877.77,26,9374.37,13.04,3.52,3.5,1075
PRD_107,OnePlus Nord,Electronics,Smartphones,West,Q3 2023,2023,55962.98,74,8290,14.81,3.89,3.8,93
PRD_108,OnePlus Nord,Electronics,Smartphones,West,Q4 2023,2023,120711.62,161,12291.79,10.18,3.15,4,1415
PRD_109,OnePlus Nord,Electronics,Smartphones,West,Q1 2024,2024,99207.03,79,8510.25,8.58,2.7,4.5,1332
PRD_110,OnePlus Nord,Electronics,Smartphones,West,Q2 2024,2024,96836.09,129,10914.95,11.27,3.69,3.9,255
PRD_111,OnePlus Nord,Electronics,Smartphones,West,Q3 2024,2024,59687.32,23,5331.13,8.93,3.03,3.7,1706
PRD_112,OnePlus Nord,Electronics,Smartphones,West,Q4 2024,2024,85370.4,28,8852.66,10.37,1.65,4.3,1459
PRD_113,OnePlus Nord,Electronics,Smartphones,Central,Q1 2023,2023,21897.98,7,2053.77,9.38,2.9,4.6,235
PRD_114,OnePlus Nord,Electronics,Smartphones,Central,Q2 2023,2023,26444.91,5,3565.46,13.48,3.34,3.9,1807
PRD_115,OnePlus Nord,Electronics,Smartphones,Central,Q3 2023,2023,23564.1,6,2079.1,8.82,3.51,4.5,342
PRD_116,OnePlus Nord,Electronics,Smartphones,Central,Q4 2023,2023,42903.4,33,6288.69,14.66,1.58,4.5,1002
PRD_117,OnePlus Nord,Electronics,Smartphones,Central,Q1 2024,2024,32580.38,7,3038.57,9.33,3.95,4.6,283
PRD_118,OnePlus Nord,Electronics,Smartphones,Central,Q2 2024,2024,32986.45,7,4134.37,12.53,3.4,4.3,1893
PRD_119,OnePlus Nord,Electronics,Smartphones,Central,Q3 2024,2024,31711.56,9,2704.31,8.53,3.79,4.2,1993
PRD_120,OnePlus Nord,Electronics,Smartphones,Central,Q4 2024,2024,51715.02,25,5375.45,10.39,2.18,3.8,1584
PRD_121,Pixel Pro,Electronics,Smartphones,North,Q1 2023,2023,70238.39,52,6714.24,9.56,3.7,3.8,1376
PRD_122,Pixel Pro,Electronics,Smartphones,North,Q2 2023,2023,50226.5,34,4835.23,9.63,1.65,4.7,1524
PRD_123,Pixel Pro,Electronics,Smartphones,North,Q3 2023,2023,53774,14,6911.44,12.85,3.9,3.9,1427
PRD_124,Pixel Pro,Electronics,Smartphones,North,Q4 2023,2023,67862.99,14,8068.81,11.89,1.06,4.4,559
PRD_125,Pixel Pro,Electronics,Smartphones,North,Q1 2024,2024,70781.73,15,9408.44,13.29,3.57,3.8,703
PRD_126,Pixel Pro,Electronics,Smartphones,North,Q2 2024,2024,84066.77,17,9527.4,11.33,1.07,3.7,998
PRD_127,Pixel Pro,Electronics,Smartphones,North,Q3 2024,2024,89340.26,18,7761.86,8.69,3.48,4.6,1626
PRD_128,Pixel Pro,Electronics,Smartphones,North,Q4 2024,2024,111606.25,31,13322.17,11.94,3.7,4.1,365
PRD_129,Pixel Pro,Electronics,Smartphones,South,Q1 2023,2023,69330.99,27,10166.49,14.66,3.3,3.9,147
PRD_130,Pixel Pro,Electronics,Smartphones,South,Q2 2023,2023,82273.37,57,10858.64,13.2,3.8,4,630
PRD_131,Pixel Pro,Electronics,Smartphones,South,Q3 2023,2023,68240.93,17,6560.83,9.61,2.26,3.9,1315
PRD_132,Pixel Pro,Electronics,Smartphones,South,Q4 2023,2023,87738.05,87,13012.55,14.83,3.88,4.5,1254
PRD_133,Pixel Pro,Electronics,Smartphones,South,Q1 2024,2024,69837.25,133,5932.49,8.49,2.01,4,369
PRD_134,Pixel Pro,Electronics,Smartphones,South,Q2 2024,2024,64473.15,13,7832.05,12.15,2.88,3.8,266
PRD_135,Pixel Pro,Electronics,Smartphones,South,Q3 2024,2024,70314.02,19,8884.66,12.64,1.24,3.5,1477
PRD_136,Pixel Pro,Electronics,Smartphones,South,Q4 2024,2024,82410.06,21,8526.18,10.35,2.96,4.8,1211
PRD_137,Pixel Pro,Electronics,Smartphones,East,Q1 2023,2023,41227.05,38,4764.53,11.56,1.3,4.5,1235
PRD_138,Pixel Pro,Electronics,Smartphones,East,Q2 2023,2023,31958.09,8,3550.19,11.11,3.67,4.3,732
PRD_139,Pixel Pro,Electronics,Smartphones,East,Q3 2023,2023,30380.92,6,2899.81,9.54,2.64,4.3,255
PRD_140,Pixel Pro,Electronics,Smartphones,East,Q4 2023,2023,44382,8,3949.9,8.9,1.09,4,1202
PRD_141,Pixel Pro,Electronics,Smartphones,East,Q1 2024,2024,44907.86,33,5143.04,11.45,2.69,4,196
PRD_142,Pixel Pro,Electronics,Smartphones,East,Q2 2024,2024,62016.09,26,8535.63,13.76,2.35,4.5,1078
PRD_143,Pixel Pro,Electronics,Smartphones,East,Q3 2024,2024,35275.74,13,3437.22,9.74,1.86,3.9,1718
PRD_144,Pixel Pro,Electronics,Smartphones,East,Q4 2024,2024,64252.7,29,5150.11,8.02,2.74,3.6,492
PRD_145,Pixel Pro,Electronics,Smartphones,West,Q1 2023,2023,54511.47,13,6050.04,11.1,3.19,4.3,1544
PRD_146,Pixel Pro,Electronics,Smartphones,West,Q2 2023,2023,80554,17,6794.07,8.43,1.8,4,61
PRD_147,Pixel Pro,Electronics,Smartphones,West,Q3 2023,2023,72648.59,23,6224.28,8.57,2.81,3.8,399
PRD_148,Pixel Pro,Electronics,Smartphones,West,Q4 2023,2023,84669.2,25,11029.41,13.03,1.48,3.7,1834
PRD_149,Pixel Pro,Electronics,Smartphones,West,Q1 2024,2024,69285.18,19,10316.39,14.89,3.37,4.6,1232
PRD_150,Pixel Pro,Electronics,Smartphones,West,Q2 2024,2024,96605.82,35,13514.94,13.99,1.98,4.5,268
PRD_151,Pixel Pro,Electronics,Smartphones,West,Q3 2024,2024,73655.87,16,7022.78,9.53,1.3,4.7,1332
PRD_152,Pixel Pro,Electronics,Smartphones,West,Q4 2024,2024,143986.75,53,19469.27,13.52,3.65,3.7,200
PRD_153,Pixel Pro,Electronics,Smartphones,Central,Q1 2023,2023,22947.33,12,3353.77,14.62,1.59,4.5,651
PRD_154,Pixel Pro,Electronics,Smartphones,Central,Q2 2023,2023,34668.02,27,3370.69,9.72,2.11,3.8,1621
PRD_155,Pixel Pro,Electronics,Smartphones,Central,Q3 2023,2023,30855.46,14,3040.47,9.85,1.29,4.3,417
PRD_156,Pixel Pro,Electronics,Smartphones,Central,Q4 2023,2023,40702.08,9,3779.07,9.28,2.7,3.8,1106
PRD_157,Pixel Pro,Electronics,Smartphones,Central,Q1 2024,2024,32361.32,9,2848.2,8.8,2.85,4.6,710
PRD_158,Pixel Pro,Electronics,Smartphones,Central,Q2 2024,2024,39268.19,13,3840.51,9.78,2.32,3.8,1316
PRD_159,Pixel Pro,Electronics,Smartphones,Central,Q3 2024,2024,46096.05,9,4468.8,9.69,1.05,4.8,293
PRD_160,Pixel Pro,Electronics,Smartphones,Central,Q4 2024,2024,64530.23,13,9376.2,14.53,1.43,3.7,315
PRD_161,MacBook Air,Electronics,Laptops,North,Q1 2023,2023,77994.9,18,6600.07,8.46,1.96,4.6,969
PRD_162,MacBook Air,Electronics,Laptops,North,Q2 2023,2023,48261.79,16,6644.02,13.77,3.88,3.7,1607
PRD_163,MacBook Air,Electronics,Laptops,North,Q3 2023,2023,48174.71,17,4138.62,8.59,2.14,4.1,698
PRD_164,MacBook Air,Electronics,Laptops,North,Q4 2023,2023,72241.84,111,10563.84,14.62,3.34,3.6,777
PRD_165,MacBook Air,Electronics,Laptops,North,Q1 2024,2024,69642.53,104,6073.2,8.72,1.73,4.4,95
PRD_166,MacBook Air,Electronics,Laptops,North,Q2 2024,2024,56613.53,22,7347.59,12.98,2.36,4.3,1936
PRD_167,MacBook Air,Electronics,Laptops,North,Q3 2024,2024,74923.96,21,6660.06,8.89,3.3,3.9,624
PRD_168,MacBook Air,Electronics,Laptops,North,Q4 2024,2024,128693.47,113,15090.22,11.73,1.39,3.7,103
PRD_169,MacBook Air,Electronics,Laptops,South,Q1 2023,2023,49071.07,24,4205.84,8.57,3.79,4.5,652
PRD_170,MacBook Air,Electronics,Laptops,South,Q2 2023,2023,52529.02,10,5923.61,11.28,3.07,4.1,656
PRD_171,MacBook Air,Electronics,Laptops,South,Q3 2023,2023,53057.84,32,5093.81,9.6,1.63,3.7,373
PRD_172,MacBook Air,Electronics,Laptops,South,Q4 2023,2023,86643.75,20,7446.97,8.59,1.52,4.1,219
PRD_173,MacBook Air,Electronics,Laptops,South,Q1 2024,2024,96276.71,25,9795.35,10.17,3.13,4,938
PRD_174,MacBook Air,Electronics,Laptops,South,Q2 2024,2024,97518.63,24,12897.79,13.23,2.41,4.7,360
PRD_175,MacBook Air,Electronics,Laptops,South,Q3 2024,2024,83137.81,35,10567.15,12.71,3.79,4,501
PRD_176,MacBook Air,Electronics,Laptops,South,Q4 2024,2024,137122.77,78,18919.73,13.8,1.26,4.6,860
PRD_177,MacBook Air,Electronics,Laptops,East,Q1 2023,2023,35471.15,14,4610.42,13,2.51,3.6,1779
PRD_178,MacBook Air,Electronics,Laptops,East,Q2 2023,2023,45652.09,10,5977.73,13.09,3.55,4.8,1071
PRD_179,MacBook Air,Electronics,Laptops,East,Q3 2023,2023,37626.32,64,5077.61,13.49,3.33,4,1140
PRD_180,MacBook Air,Electronics,Laptops,East,Q4 2023,2023,64530.58,14,9284.97,14.39,3.56,3.6,701
PRD_181,MacBook Air,Electronics,Laptops,East,Q1 2024,2024,39585.69,51,4515.6,11.41,1.57,3.6,619
PRD_182,MacBook Air,Electronics,Laptops,East,Q2 2024,2024,56796.19,58,7396.52,13.02,2.22,3.8,261
PRD_183,MacBook Air,Electronics,Laptops,East,Q3 2024,2024,56330.03,11,4984.02,8.85,2.62,4.1,765
PRD_184,MacBook Air,Electronics,Laptops,East,Q4 2024,2024,69675.94,29,6660.47,9.56,1.89,4.1,1827
PRD_185,MacBook Air,Electronics,Laptops,West,Q1 2023,2023,59387.41,61,8068.82,13.59,1.88,4.4,217
PRD_186,MacBook Air,Electronics,Laptops,West,Q2 2023,2023,93626.17,38,13976.32,14.93,2.38,4.5,1560
PRD_187,MacBook Air,Electronics,Laptops,West,Q3 2023,2023,67502.6,15,8268.05,12.25,1.32,4.1,1461
PRD_188,MacBook Air,Electronics,Laptops,West,Q4 2023,2023,93972.29,18,9974,10.61,2.84,3.7,584
PRD_189,MacBook Air,Electronics,Laptops,West,Q1 2024,2024,96707.77,32,8979.34,9.29,1.82,4.4,396
PRD_190,MacBook Air,Electronics,Laptops,West,Q2 2024,2024,61704.63,24,7107.97,11.52,3.98,4.8,559
PRD_191,MacBook Air,Electronics,Laptops,West,Q3 2024,2024,92601.09,21,12951.87,13.99,3.18,3.7,506
PRD_192,MacBook Air,Electronics,Laptops,West,Q4 2024,2024,145668.19,121,17333.91,11.9,3.77,4.1,1249
PRD_193,MacBook Air,Electronics,Laptops,Central,Q1 2023,2023,34243.21,12,3132.8,9.15,2.7,4.2,1255
PRD_194,MacBook Air,Electronics,Laptops,Central,Q2 2023,2023,40378.15,55,4860.56,12.04,3.12,3.8,1640
PRD_195,MacBook Air,Electronics,Laptops,Central,Q3 2023,2023,33082.93,12,3912.88,11.83,2.86,4.8,551
PRD_196,MacBook Air,Electronics,Laptops,Central,Q4 2023,2023,38558.71,24,5073.28,13.16,1.13,4.6,253
PRD_197,MacBook Air,Electronics,Laptops,Central,Q1 2024,2024,38004.13,10,4685.39,12.33,2.1,4.1,1262
PRD_198,MacBook Air,Electronics,Laptops,Central,Q2 2024,2024,25653.43,25,2185.82,8.52,3.28,4.6,1248
PRD_199,MacBook Air,Electronics,Laptops,Central,Q3 2024,2024,30803.11,7,3153.53,10.24,2.12,4.4,1769
PRD_200,MacBook Air,Electronics,Laptops,Central,Q4 2024,2024,46846.68,10,5161.71,11.02,1.04,4.6,1187
PRD_201,Dell XPS,Electronics,Laptops,North,Q1 2023,2023,49837.8,20,5540.51,11.12,3.83,3.5,1078
PRD_202,Dell XPS,Electronics,Laptops,North,Q2 2023,2023,75272.21,17,9025.2,11.99,1.75,4,332
PRD_203,Dell XPS,Electronics,Laptops,North,Q3 2023,2023,74205.71,92,10435.38,14.06,3.64,3.9,1302
PRD_204,Dell XPS,Electronics,Laptops,North,Q4 2023,2023,78649.09,21,8082.73,10.28,1.84,3.9,1273
PRD_205,Dell XPS,Electronics,Laptops,North,Q1 2024,2024,89440.81,19,10689.81,11.95,2.41,4.3,58
PRD_206,Dell XPS,Electronics,Laptops,North,Q2 2024,2024,82012.19,17,11568.57,14.11,1.84,4,171
PRD_207,Dell XPS,Electronics,Laptops,North,Q3 2024,2024,81324.43,18,10889.32,13.39,3.08,4.4,323
PRD_208,Dell XPS,Electronics,Laptops,North,Q4 2024,2024,112692.49,48,9818.73,8.71,3.79,3.7,664
PRD_209,Dell XPS,Electronics,Laptops,South,Q1 2023,2023,67105.14,48,9506.62,14.17,1.99,3.5,598
PRD_210,Dell XPS,Electronics,Laptops,South,Q2 2023,2023,76230,15,11321.54,14.85,3.96,4.3,212
PRD_211,Dell XPS,Electronics,Laptops,South,Q3 2023,2023,76873.9,18,10124.17,13.17,3.66,4,1202
PRD_212,Dell XPS,Electronics,Laptops,South,Q4 2023,2023,79359.26,43,9181.89,11.57,1.32,4.4,1821
PRD_213,Dell XPS,Electronics,Laptops,South,Q1 2024,2024,62050.58,16,8653,13.95,1.8,3.5,1257
PRD_214,Dell XPS,Electronics,Laptops,South,Q2 2024,2024,58531.5,30,6870.85,11.74,2.2,4.7,1121
PRD_215,Dell XPS,Electronics,Laptops,South,Q3 2024,2024,64595.4,20,7814.82,12.1,2.37,4.6,648
PRD_216,Dell XPS,Electronics,Laptops,South,Q4 2024,2024,116422.37,41,11917.04,10.24,3.55,3.8,1023
PRD_217,Dell XPS,Electronics,Laptops,East,Q1 2023,2023,40929.71,27,3474.12,8.49,3.42,3.8,1082
PRD_218,Dell XPS,Electronics,Laptops,East,Q2 2023,2023,41810.1,10,5480.17,13.11,2.02,3.7,1009
